Document_ID,prompt_id,label
AR_gpt-4o_8_58_1155,58,1
AR_gpt-4o_8_58_1155,127,-1
AR_gpt-4o_8_58_1155,121,0
AR_gpt-4o_18_154_3076,154,1
AR_gpt-4o_18_154_3076,46,-1
AR_gpt-4o_18_154_3076,155,0
AR_gpt-4o_18_154_3075,154,1
AR_gpt-4o_18_154_3075,21,-1
AR_gpt-4o_18_154_3075,153,0
AR_gpt-4o_15_63_1260,63,1
AR_gpt-4o_15_63_1260,84,-1
AR_gpt-4o_15_63_1260,28,0
AR_gpt-4o_12_78_1558,78,1
AR_gpt-4o_12_78_1558,58,-1
AR_gpt-4o_12_78_1558,134,0
AR_gpt-4o_13_81_1612,81,1
AR_gpt-4o_13_81_1612,159,-1
AR_gpt-4o_13_81_1612,136,0
AR_gpt-4o_6_74_1477,74,1
AR_gpt-4o_6_74_1477,31,-1
AR_gpt-4o_6_74_1477,70,0
AR_gpt-4o_8_79_1579,79,1
AR_gpt-4o_8_79_1579,114,-1
AR_gpt-4o_8_79_1579,121,0
AR_gpt-4o_9_86_1719,86,1
AR_gpt-4o_9_86_1719,73,-1
AR_gpt-4o_9_86_1719,39,0
AR_gpt-4o_6_74_1476,74,1
AR_gpt-4o_6_74_1476,34,-1
AR_gpt-4o_6_74_1476,11,0
AR_gpt-4o_18_154_3080,154,1
AR_gpt-4o_18_154_3080,156,-1
AR_gpt-4o_18_154_3080,153,0
AR_gpt-4o_11_93_1860,93,1
AR_gpt-4o_11_93_1860,43,-1
AR_gpt-4o_11_93_1860,23,0
AR_gpt-4o_12_78_1555,78,1
AR_gpt-4o_12_78_1555,144,-1
AR_gpt-4o_12_78_1555,103,0
AR_gpt-4o_15_53_1057,53,1
AR_gpt-4o_15_53_1057,59,-1
AR_gpt-4o_15_53_1057,108,0
AR_gpt-4o_4_66_1320,66,1
AR_gpt-4o_4_66_1320,76,-1
AR_gpt-4o_4_66_1320,141,0
AR_gpt-4o_3_91_1812,91,1
AR_gpt-4o_3_91_1812,25,-1
AR_gpt-4o_3_91_1812,151,0
AR_gpt-4o_6_80_1594,80,1
AR_gpt-4o_6_80_1594,155,-1
AR_gpt-4o_6_80_1594,107,0
AR_gpt-4o_9_85_1698,85,1
AR_gpt-4o_9_85_1698,106,-1
AR_gpt-4o_9_85_1698,37,0
AR_gpt-4o_15_97_1934,97,1
AR_gpt-4o_15_97_1934,29,-1
AR_gpt-4o_15_97_1934,98,0
AR_gpt-4o_6_56_1120,56,1
AR_gpt-4o_6_56_1120,54,-1
AR_gpt-4o_6_56_1120,104,0
AR_gpt-4o_15_63_1252,63,1
AR_gpt-4o_15_63_1252,139,-1
AR_gpt-4o_15_63_1252,101,0
AR_gpt-4o_17_76_1512,76,1
AR_gpt-4o_17_76_1512,91,-1
AR_gpt-4o_17_76_1512,99,0
AR_gpt-4o_17_75_1500,75,1
AR_gpt-4o_17_75_1500,16,-1
AR_gpt-4o_17_75_1500,46,0
AR_gpt-4o_15_48_957,48,1
AR_gpt-4o_15_48_957,151,-1
AR_gpt-4o_15_48_957,28,0
AR_gpt-4o_9_86_1718,86,1
AR_gpt-4o_9_86_1718,28,-1
AR_gpt-4o_9_86_1718,47,0
AR_gpt-4o_11_94_1879,94,1
AR_gpt-4o_11_94_1879,12,-1
AR_gpt-4o_11_94_1879,23,0
AR_gpt-4o_15_69_1379,69,1
AR_gpt-4o_15_69_1379,9,-1
AR_gpt-4o_15_69_1379,48,0
AR_gpt-4o_15_69_1371,69,1
AR_gpt-4o_15_69_1371,83,-1
AR_gpt-4o_15_69_1371,98,0
AR_gpt-4o_6_72_1438,72,1
AR_gpt-4o_6_72_1438,59,-1
AR_gpt-4o_6_72_1438,56,0
AR_gpt-4o_8_50_991,50,1
AR_gpt-4o_8_50_991,30,-1
AR_gpt-4o_8_50_991,58,0
AR_gpt-4o_13_81_1619,81,1
AR_gpt-4o_13_81_1619,7,-1
AR_gpt-4o_13_81_1619,82,0
AR_gpt-4o_6_61_1214,61,1
AR_gpt-4o_6_61_1214,73,-1
AR_gpt-4o_6_61_1214,104,0
AR_gpt-4o_17_59_1172,59,1
AR_gpt-4o_17_59_1172,91,-1
AR_gpt-4o_17_59_1172,44,0
AR_gpt-4o_6_80_1591,80,1
AR_gpt-4o_6_80_1591,84,-1
AR_gpt-4o_6_80_1591,104,0
AR_gpt-4o_13_82_1636,82,1
AR_gpt-4o_13_82_1636,24,-1
AR_gpt-4o_13_82_1636,135,0
AR_gpt-4o_6_70_1398,70,1
AR_gpt-4o_6_70_1398,156,-1
AR_gpt-4o_6_70_1398,72,0
AR_gpt-4o_18_154_3073,154,1
AR_gpt-4o_18_154_3073,61,-1
AR_gpt-4o_18_154_3073,153,0
AR_gpt-4o_17_99_1980,99,1
AR_gpt-4o_17_99_1980,158,-1
AR_gpt-4o_17_99_1980,44,0
AR_gpt-4o_2_95_1898,95,1
AR_gpt-4o_2_95_1898,121,-1
AR_gpt-4o_2_95_1898,143,0
AR_gpt-4o_2_95_1892,95,1
AR_gpt-4o_2_95_1892,1,-1
AR_gpt-4o_2_95_1892,3,0
AR_gpt-4o_6_74_1479,74,1
AR_gpt-4o_6_74_1479,16,-1
AR_gpt-4o_6_74_1479,80,0
AR_gpt-4o_6_74_1475,74,1
AR_gpt-4o_6_74_1475,78,-1
AR_gpt-4o_6_74_1475,56,0
AR_gpt-4o_17_59_1180,59,1
AR_gpt-4o_17_59_1180,129,-1
AR_gpt-4o_17_59_1180,38,0
AR_gpt-4o_12_78_1552,78,1
AR_gpt-4o_12_78_1552,155,-1
AR_gpt-4o_12_78_1552,134,0
AR_gpt-4o_6_70_1394,70,1
AR_gpt-4o_6_70_1394,55,-1
AR_gpt-4o_6_70_1394,72,0
AR_gpt-4o_2_96_1915,96,1
AR_gpt-4o_2_96_1915,58,-1
AR_gpt-4o_2_96_1915,144,0
AR_gpt-4o_4_67_1338,67,1
AR_gpt-4o_4_67_1338,94,-1
AR_gpt-4o_4_67_1338,7,0
AR_gpt-4o_15_48_953,48,1
AR_gpt-4o_15_48_953,157,-1
AR_gpt-4o_15_48_953,28,0
AR_gpt-4o_13_60_1193,60,1
AR_gpt-4o_13_60_1193,38,-1
AR_gpt-4o_13_60_1193,81,0
AR_gpt-4o_6_57_1140,57,1
AR_gpt-4o_6_57_1140,79,-1
AR_gpt-4o_6_57_1140,11,0
AR_gpt-4o_16_83_1657,83,1
AR_gpt-4o_16_83_1657,25,-1
AR_gpt-4o_16_83_1657,137,0
AR_gpt-4o_15_64_1274,64,1
AR_gpt-4o_15_64_1274,51,-1
AR_gpt-4o_15_64_1274,69,0
AR_gpt-4o_3_91_1815,91,1
AR_gpt-4o_3_91_1815,152,-1
AR_gpt-4o_3_91_1815,5,0
AR_gpt-4o_13_60_1197,60,1
AR_gpt-4o_13_60_1197,30,-1
AR_gpt-4o_13_60_1197,82,0
AR_gpt-4o_4_67_1334,67,1
AR_gpt-4o_4_67_1334,157,-1
AR_gpt-4o_4_67_1334,142,0
AR_gpt-4o_3_92_1834,92,1
AR_gpt-4o_3_92_1834,58,-1
AR_gpt-4o_3_92_1834,33,0
AR_gpt-4o_2_96_1917,96,1
AR_gpt-4o_2_96_1917,157,-1
AR_gpt-4o_2_96_1917,6,0
AR_gpt-4o_13_60_1198,60,1
AR_gpt-4o_13_60_1198,153,-1
AR_gpt-4o_13_60_1198,81,0
AR_gpt-4o_11_94_1878,94,1
AR_gpt-4o_11_94_1878,42,-1
AR_gpt-4o_11_94_1878,23,0
AR_gpt-4o_6_57_1139,57,1
AR_gpt-4o_6_57_1139,79,-1
AR_gpt-4o_6_57_1139,72,0
AR_gpt-4o_12_52_1034,52,1
AR_gpt-4o_12_52_1034,31,-1
AR_gpt-4o_12_52_1034,24,0
AR_gpt-4o_15_53_1058,53,1
AR_gpt-4o_15_53_1058,136,-1
AR_gpt-4o_15_53_1058,113,0
AR_gpt-4o_4_67_1335,67,1
AR_gpt-4o_4_67_1335,29,-1
AR_gpt-4o_4_67_1335,8,0
AR_gpt-4o_15_64_1273,64,1
AR_gpt-4o_15_64_1273,46,-1
AR_gpt-4o_15_64_1273,77,0
AR_gpt-4o_8_79_1575,79,1
AR_gpt-4o_8_79_1575,34,-1
AR_gpt-4o_8_79_1575,17,0
AR_gpt-4o_17_75_1493,75,1
AR_gpt-4o_17_75_1493,37,-1
AR_gpt-4o_17_75_1493,38,0
AR_gpt-4o_14_73_1453,73,1
AR_gpt-4o_14_73_1453,79,-1
AR_gpt-4o_14_73_1453,55,0
AR_gpt-4o_6_57_1138,57,1
AR_gpt-4o_6_57_1138,78,-1
AR_gpt-4o_6_57_1138,112,0
AR_gpt-4o_15_77_1536,77,1
AR_gpt-4o_15_77_1536,19,-1
AR_gpt-4o_15_77_1536,98,0
AR_gpt-4o_3_91_1814,91,1
AR_gpt-4o_3_91_1814,128,-1
AR_gpt-4o_3_91_1814,152,0
AR_gpt-4o_3_91_1820,91,1
AR_gpt-4o_3_91_1820,25,-1
AR_gpt-4o_3_91_1820,92,0
AR_gpt-4o_19_157_3131,157,1
AR_gpt-4o_19_157_3131,156,-1
AR_gpt-4o_19_157_3131,158,0
AR_gpt-4o_13_81_1613,81,1
AR_gpt-4o_13_81_1613,90,-1
AR_gpt-4o_13_81_1613,82,0
AR_gpt-4o_20_160_3198,160,1
AR_gpt-4o_20_160_3198,85,-1
AR_gpt-4o_20_160_3198,161,0
AR_gpt-4o_12_78_1560,78,1
AR_gpt-4o_12_78_1560,94,-1
AR_gpt-4o_12_78_1560,103,0
AR_gpt-4o_15_64_1276,64,1
AR_gpt-4o_15_64_1276,43,-1
AR_gpt-4o_15_64_1276,28,0
AR_gpt-4o_4_67_1337,67,1
AR_gpt-4o_4_67_1337,54,-1
AR_gpt-4o_4_67_1337,142,0
AR_gpt-4o_3_92_1837,92,1
AR_gpt-4o_3_92_1837,8,-1
AR_gpt-4o_3_92_1837,5,0
AR_gpt-4o_15_97_1933,97,1
AR_gpt-4o_15_97_1933,74,-1
AR_gpt-4o_15_97_1933,77,0
AR_gpt-4o_15_77_1534,77,1
AR_gpt-4o_15_77_1534,139,-1
AR_gpt-4o_15_77_1534,28,0
AR_gpt-4o_15_77_1539,77,1
AR_gpt-4o_15_77_1539,154,-1
AR_gpt-4o_15_77_1539,115,0
AR_gpt-4o_17_59_1177,59,1
AR_gpt-4o_17_59_1177,123,-1
AR_gpt-4o_17_59_1177,75,0
AR_gpt-4o_2_95_1900,95,1
AR_gpt-4o_2_95_1900,97,-1
AR_gpt-4o_2_95_1900,3,0
AR_gpt-4o_17_76_1520,76,1
AR_gpt-4o_17_76_1520,33,-1
AR_gpt-4o_17_76_1520,59,0
AR_gpt-4o_8_79_1580,79,1
AR_gpt-4o_8_79_1580,159,-1
AR_gpt-4o_8_79_1580,17,0
AR_gpt-4o_2_96_1911,96,1
AR_gpt-4o_2_96_1911,93,-1
AR_gpt-4o_2_96_1911,3,0
AR_gpt-4o_8_79_1576,79,1
AR_gpt-4o_8_79_1576,50,-1
AR_gpt-4o_8_79_1576,58,0
AR_gpt-4o_16_83_1658,83,1
AR_gpt-4o_16_83_1658,38,-1
AR_gpt-4o_16_83_1658,84,0
AR_gpt-4o_3_92_1833,92,1
AR_gpt-4o_3_92_1833,39,-1
AR_gpt-4o_3_92_1833,5,0
AR_gpt-4o_14_73_1454,73,1
AR_gpt-4o_14_73_1454,82,-1
AR_gpt-4o_14_73_1454,132,0
AR_gpt-4o_8_79_1578,79,1
AR_gpt-4o_8_79_1578,153,-1
AR_gpt-4o_8_79_1578,16,0
AR_gpt-4o_9_86_1713,86,1
AR_gpt-4o_9_86_1713,53,-1
AR_gpt-4o_9_86_1713,39,0
AR_gpt-4o_9_86_1711,86,1
AR_gpt-4o_9_86_1711,7,-1
AR_gpt-4o_9_86_1711,20,0
AR_gpt-4o_9_86_1712,86,1
AR_gpt-4o_9_86_1712,17,-1
AR_gpt-4o_9_86_1712,43,0
AR_gpt-4o_15_64_1280,64,1
AR_gpt-4o_15_64_1280,81,-1
AR_gpt-4o_15_64_1280,108,0
AR_gpt-4o_15_53_1059,53,1
AR_gpt-4o_15_53_1059,91,-1
AR_gpt-4o_15_53_1059,126,0
AR_gpt-4o_8_50_992,50,1
AR_gpt-4o_8_50_992,5,-1
AR_gpt-4o_8_50_992,16,0
AR_gpt-4o_16_84_1679,84,1
AR_gpt-4o_16_84_1679,123,-1
AR_gpt-4o_16_84_1679,40,0
AR_gpt-4o_14_73_1456,73,1
AR_gpt-4o_14_73_1456,92,-1
AR_gpt-4o_14_73_1456,26,0
AR_gpt-4o_16_84_1680,84,1
AR_gpt-4o_16_84_1680,95,-1
AR_gpt-4o_16_84_1680,34,0
AR_gpt-4o_16_83_1651,83,1
AR_gpt-4o_16_83_1651,129,-1
AR_gpt-4o_16_83_1651,138,0
AR_gpt-4o_15_63_1253,63,1
AR_gpt-4o_15_63_1253,132,-1
AR_gpt-4o_15_63_1253,97,0
AR_gpt-4o_6_72_1440,72,1
AR_gpt-4o_6_72_1440,42,-1
AR_gpt-4o_6_72_1440,109,0
AR_gpt-4o_2_95_1891,95,1
AR_gpt-4o_2_95_1891,55,-1
AR_gpt-4o_2_95_1891,32,0
AR_gpt-4o_16_84_1678,84,1
AR_gpt-4o_16_84_1678,62,-1
AR_gpt-4o_16_84_1678,83,0
AR_gpt-4o_19_157_3139,157,1
AR_gpt-4o_19_157_3139,145,-1
AR_gpt-4o_19_157_3139,156,0
AR_gpt-4o_19_157_3134,157,1
AR_gpt-4o_19_157_3134,96,-1
AR_gpt-4o_19_157_3134,156,0
AR_gpt-4o_9_86_1717,86,1
AR_gpt-4o_9_86_1717,131,-1
AR_gpt-4o_9_86_1717,145,0
AR_gpt-4o_12_78_1554,78,1
AR_gpt-4o_12_78_1554,154,-1
AR_gpt-4o_12_78_1554,24,0
AR_gpt-4o_13_82_1633,82,1
AR_gpt-4o_13_82_1633,91,-1
AR_gpt-4o_13_82_1633,135,0
AR_gpt-4o_6_70_1395,70,1
AR_gpt-4o_6_70_1395,114,-1
AR_gpt-4o_6_70_1395,57,0
AR_gpt-4o_4_66_1317,66,1
AR_gpt-4o_4_66_1317,46,-1
AR_gpt-4o_4_66_1317,142,0
AR_gpt-4o_6_74_1478,74,1
AR_gpt-4o_6_74_1478,42,-1
AR_gpt-4o_6_74_1478,118,0
AR_gpt-4o_6_80_1599,80,1
AR_gpt-4o_6_80_1599,78,-1
AR_gpt-4o_6_80_1599,104,0
AR_gpt-4o_12_78_1553,78,1
AR_gpt-4o_12_78_1553,83,-1
AR_gpt-4o_12_78_1553,133,0
AR_gpt-4o_15_63_1256,63,1
AR_gpt-4o_15_63_1256,75,-1
AR_gpt-4o_15_63_1256,77,0
AR_gpt-4o_15_64_1271,64,1
AR_gpt-4o_15_64_1271,39,-1
AR_gpt-4o_15_64_1271,27,0
AR_gpt-4o_15_77_1535,77,1
AR_gpt-4o_15_77_1535,140,-1
AR_gpt-4o_15_77_1535,53,0
AR_gpt-4o_11_94_1875,94,1
AR_gpt-4o_11_94_1875,22,-1
AR_gpt-4o_11_94_1875,23,0
AR_gpt-4o_11_94_1874,94,1
AR_gpt-4o_11_94_1874,137,-1
AR_gpt-4o_11_94_1874,139,0
AR_gpt-4o_15_64_1278,64,1
AR_gpt-4o_15_64_1278,156,-1
AR_gpt-4o_15_64_1278,48,0
AR_gpt-4o_15_98_1959,98,1
AR_gpt-4o_15_98_1959,8,-1
AR_gpt-4o_15_98_1959,108,0
AR_gpt-4o_6_61_1218,61,1
AR_gpt-4o_6_61_1218,50,-1
AR_gpt-4o_6_61_1218,104,0
AR_gpt-4o_3_92_1839,92,1
AR_gpt-4o_3_92_1839,144,-1
AR_gpt-4o_3_92_1839,19,0
AR_gpt-4o_4_66_1314,66,1
AR_gpt-4o_4_66_1314,157,-1
AR_gpt-4o_4_66_1314,67,0
AR_gpt-4o_3_91_1811,91,1
AR_gpt-4o_3_91_1811,56,-1
AR_gpt-4o_3_91_1811,19,0
AR_gpt-4o_14_55_1095,55,1
AR_gpt-4o_14_55_1095,157,-1
AR_gpt-4o_14_55_1095,132,0
AR_gpt-4o_17_99_1975,99,1
AR_gpt-4o_17_99_1975,103,-1
AR_gpt-4o_17_99_1975,38,0
AR_gpt-4o_6_57_1136,57,1
AR_gpt-4o_6_57_1136,103,-1
AR_gpt-4o_6_57_1136,107,0
AR_gpt-4o_16_83_1654,83,1
AR_gpt-4o_16_83_1654,120,-1
AR_gpt-4o_16_83_1654,40,0
AR_gpt-4o_17_59_1176,59,1
AR_gpt-4o_17_59_1176,137,-1
AR_gpt-4o_17_59_1176,75,0
AR_gpt-4o_8_79_1573,79,1
AR_gpt-4o_8_79_1573,74,-1
AR_gpt-4o_8_79_1573,16,0
AR_gpt-4o_14_73_1457,73,1
AR_gpt-4o_14_73_1457,5,-1
AR_gpt-4o_14_73_1457,26,0
AR_gpt-4o_15_69_1380,69,1
AR_gpt-4o_15_69_1380,159,-1
AR_gpt-4o_15_69_1380,27,0
AR_gpt-4o_8_50_993,50,1
AR_gpt-4o_8_50_993,99,-1
AR_gpt-4o_8_50_993,16,0
AR_gpt-4o_15_53_1056,53,1
AR_gpt-4o_15_53_1056,140,-1
AR_gpt-4o_15_53_1056,63,0
AR_gpt-4o_12_52_1039,52,1
AR_gpt-4o_12_52_1039,111,-1
AR_gpt-4o_12_52_1039,134,0
AR_gpt-4o_6_72_1431,72,1
AR_gpt-4o_6_72_1431,129,-1
AR_gpt-4o_6_72_1431,118,0
AR_gpt-4o_4_67_1333,67,1
AR_gpt-4o_4_67_1333,23,-1
AR_gpt-4o_4_67_1333,7,0
AR_gpt-4o_2_96_1912,96,1
AR_gpt-4o_2_96_1912,120,-1
AR_gpt-4o_2_96_1912,144,0
AR_gpt-4o_11_93_1851,93,1
AR_gpt-4o_11_93_1851,10,-1
AR_gpt-4o_11_93_1851,139,0
AR_gpt-4o_15_77_1532,77,1
AR_gpt-4o_15_77_1532,92,-1
AR_gpt-4o_15_77_1532,113,0
AR_gpt-4o_13_60_1196,60,1
AR_gpt-4o_13_60_1196,135,-1
AR_gpt-4o_13_60_1196,25,0
AR_gpt-4o_6_56_1112,56,1
AR_gpt-4o_6_56_1112,94,-1
AR_gpt-4o_6_56_1112,72,0
AR_gpt-4o_8_79_1571,79,1
AR_gpt-4o_8_79_1571,89,-1
AR_gpt-4o_8_79_1571,58,0
AR_gpt-4o_15_98_1951,98,1
AR_gpt-4o_15_98_1951,138,-1
AR_gpt-4o_15_98_1951,64,0
AR_gpt-4o_3_92_1835,92,1
AR_gpt-4o_3_92_1835,109,-1
AR_gpt-4o_3_92_1835,91,0
AR_gpt-4o_6_72_1439,72,1
AR_gpt-4o_6_72_1439,160,-1
AR_gpt-4o_6_72_1439,57,0
AR_gpt-4o_14_55_1092,55,1
AR_gpt-4o_14_55_1092,156,-1
AR_gpt-4o_14_55_1092,73,0
AR_gpt-4o_11_93_1852,93,1
AR_gpt-4o_11_93_1852,51,-1
AR_gpt-4o_11_93_1852,94,0
AR_gpt-4o_17_75_1497,75,1
AR_gpt-4o_17_75_1497,109,-1
AR_gpt-4o_17_75_1497,38,0
AR_gpt-4o_16_83_1653,83,1
AR_gpt-4o_16_83_1653,157,-1
AR_gpt-4o_16_83_1653,138,0
AR_gpt-4o_6_80_1595,80,1
AR_gpt-4o_6_80_1595,6,-1
AR_gpt-4o_6_80_1595,107,0
AR_gpt-4o_2_95_1895,95,1
AR_gpt-4o_2_95_1895,140,-1
AR_gpt-4o_2_95_1895,6,0
AR_gpt-4o_15_48_955,48,1
AR_gpt-4o_15_48_955,156,-1
AR_gpt-4o_15_48_955,126,0
AR_gpt-4o_6_80_1597,80,1
AR_gpt-4o_6_80_1597,40,-1
AR_gpt-4o_6_80_1597,70,0
AR_gpt-4o_15_98_1955,98,1
AR_gpt-4o_15_98_1955,35,-1
AR_gpt-4o_15_98_1955,64,0
AR_gpt-4o_6_61_1211,61,1
AR_gpt-4o_6_61_1211,93,-1
AR_gpt-4o_6_61_1211,109,0
AR_gpt-4o_15_77_1537,77,1
AR_gpt-4o_15_77_1537,92,-1
AR_gpt-4o_15_77_1537,97,0
AR_gpt-4o_2_96_1916,96,1
AR_gpt-4o_2_96_1916,22,-1
AR_gpt-4o_2_96_1916,6,0
AR_gpt-4o_17_76_1514,76,1
AR_gpt-4o_17_76_1514,121,-1
AR_gpt-4o_17_76_1514,44,0
AR_gpt-4o_6_72_1432,72,1
AR_gpt-4o_6_72_1432,52,-1
AR_gpt-4o_6_72_1432,118,0
AR_gpt-4o_13_60_1199,60,1
AR_gpt-4o_13_60_1199,142,-1
AR_gpt-4o_13_60_1199,25,0
AR_gpt-4o_16_84_1673,84,1
AR_gpt-4o_16_84_1673,95,-1
AR_gpt-4o_16_84_1673,137,0
AR_gpt-4o_17_76_1516,76,1
AR_gpt-4o_17_76_1516,55,-1
AR_gpt-4o_17_76_1516,99,0
AR_gpt-4o_6_57_1132,57,1
AR_gpt-4o_6_57_1132,84,-1
AR_gpt-4o_6_57_1132,72,0
AR_gpt-4o_14_55_1098,55,1
AR_gpt-4o_14_55_1098,154,-1
AR_gpt-4o_14_55_1098,26,0
AR_gpt-4o_15_53_1053,53,1
AR_gpt-4o_15_53_1053,137,-1
AR_gpt-4o_15_53_1053,108,0
AR_gpt-4o_13_81_1618,81,1
AR_gpt-4o_13_81_1618,17,-1
AR_gpt-4o_13_81_1618,135,0
AR_gpt-4o_17_75_1491,75,1
AR_gpt-4o_17_75_1491,5,-1
AR_gpt-4o_17_75_1491,59,0
AR_gpt-4o_15_98_1953,98,1
AR_gpt-4o_15_98_1953,31,-1
AR_gpt-4o_15_98_1953,63,0
AR_gpt-4o_12_52_1038,52,1
AR_gpt-4o_12_52_1038,7,-1
AR_gpt-4o_12_52_1038,78,0
AR_gpt-4o_18_154_3079,154,1
AR_gpt-4o_18_154_3079,129,-1
AR_gpt-4o_18_154_3079,155,0
AR_gpt-4o_12_78_1551,78,1
AR_gpt-4o_12_78_1551,109,-1
AR_gpt-4o_12_78_1551,24,0
AR_gpt-4o_13_81_1611,81,1
AR_gpt-4o_13_81_1611,153,-1
AR_gpt-4o_13_81_1611,82,0
AR_gpt-4o_16_83_1659,83,1
AR_gpt-4o_16_83_1659,161,-1
AR_gpt-4o_16_83_1659,137,0
AR_gpt-4o_6_70_1393,70,1
AR_gpt-4o_6_70_1393,42,-1
AR_gpt-4o_6_70_1393,109,0
AR_gpt-4o_2_96_1914,96,1
AR_gpt-4o_2_96_1914,104,-1
AR_gpt-4o_2_96_1914,95,0
AR_gpt-4o_4_66_1319,66,1
AR_gpt-4o_4_66_1319,11,-1
AR_gpt-4o_4_66_1319,7,0
AR_gpt-4o_6_57_1133,57,1
AR_gpt-4o_6_57_1133,93,-1
AR_gpt-4o_6_57_1133,61,0
AR_gpt-4o_4_66_1316,66,1
AR_gpt-4o_4_66_1316,73,-1
AR_gpt-4o_4_66_1316,67,0
AR_gpt-4o_15_64_1279,64,1
AR_gpt-4o_15_64_1279,41,-1
AR_gpt-4o_15_64_1279,28,0
AR_gpt-4o_15_48_959,48,1
AR_gpt-4o_15_48_959,95,-1
AR_gpt-4o_15_48_959,101,0
AR_gpt-4o_3_91_1817,91,1
AR_gpt-4o_3_91_1817,154,-1
AR_gpt-4o_3_91_1817,19,0
AR_gpt-4o_6_57_1135,57,1
AR_gpt-4o_6_57_1135,32,-1
AR_gpt-4o_6_57_1135,11,0
AR_gpt-4o_9_85_1691,85,1
AR_gpt-4o_9_85_1691,26,-1
AR_gpt-4o_9_85_1691,47,0
AR_gpt-4o_8_50_995,50,1
AR_gpt-4o_8_50_995,160,-1
AR_gpt-4o_8_50_995,17,0
AR_gpt-4o_15_69_1377,69,1
AR_gpt-4o_15_69_1377,7,-1
AR_gpt-4o_15_69_1377,53,0
AR_gpt-4o_14_55_1091,55,1
AR_gpt-4o_14_55_1091,107,-1
AR_gpt-4o_14_55_1091,73,0
AR_gpt-4o_17_99_1974,99,1
AR_gpt-4o_17_99_1974,152,-1
AR_gpt-4o_17_99_1974,44,0
AR_gpt-4o_11_94_1876,94,1
AR_gpt-4o_11_94_1876,130,-1
AR_gpt-4o_11_94_1876,140,0
AR_gpt-4o_17_76_1517,76,1
AR_gpt-4o_17_76_1517,138,-1
AR_gpt-4o_17_76_1517,59,0
AR_gpt-4o_13_82_1640,82,1
AR_gpt-4o_13_82_1640,151,-1
AR_gpt-4o_13_82_1640,60,0
AR_gpt-4o_15_97_1931,97,1
AR_gpt-4o_15_97_1931,78,-1
AR_gpt-4o_15_97_1931,64,0
AR_gpt-4o_3_92_1838,92,1
AR_gpt-4o_3_92_1838,74,-1
AR_gpt-4o_3_92_1838,5,0
AR_gpt-4o_12_78_1557,78,1
AR_gpt-4o_12_78_1557,145,-1
AR_gpt-4o_12_78_1557,103,0
AR_gpt-4o_17_75_1498,75,1
AR_gpt-4o_17_75_1498,43,-1
AR_gpt-4o_17_75_1498,59,0
AR_gpt-4o_17_76_1513,76,1
AR_gpt-4o_17_76_1513,156,-1
AR_gpt-4o_17_76_1513,45,0
AR_gpt-4o_16_84_1676,84,1
AR_gpt-4o_16_84_1676,7,-1
AR_gpt-4o_16_84_1676,83,0
AR_gpt-4o_17_99_1972,99,1
AR_gpt-4o_17_99_1972,154,-1
AR_gpt-4o_17_99_1972,46,0
AR_gpt-4o_6_80_1592,80,1
AR_gpt-4o_6_80_1592,153,-1
AR_gpt-4o_6_80_1592,129,0
AR_gpt-4o_19_157_3140,157,1
AR_gpt-4o_19_157_3140,135,-1
AR_gpt-4o_19_157_3140,158,0
AR_gpt-4o_17_99_1973,99,1
AR_gpt-4o_17_99_1973,155,-1
AR_gpt-4o_17_99_1973,147,0
AR_gpt-4o_9_85_1694,85,1
AR_gpt-4o_9_85_1694,156,-1
AR_gpt-4o_9_85_1694,146,0
AR_gpt-4o_11_94_1871,94,1
AR_gpt-4o_11_94_1871,29,-1
AR_gpt-4o_11_94_1871,140,0
AR_gpt-4o_13_81_1620,81,1
AR_gpt-4o_13_81_1620,96,-1
AR_gpt-4o_13_81_1620,136,0
AR_gpt-4o_17_75_1492,75,1
AR_gpt-4o_17_75_1492,148,-1
AR_gpt-4o_17_75_1492,45,0
AR_gpt-4o_6_70_1392,70,1
AR_gpt-4o_6_70_1392,67,-1
AR_gpt-4o_6_70_1392,56,0
AR_gpt-4o_14_55_1094,55,1
AR_gpt-4o_14_55_1094,57,-1
AR_gpt-4o_14_55_1094,26,0
AR_gpt-4o_17_76_1518,76,1
AR_gpt-4o_17_76_1518,9,-1
AR_gpt-4o_17_76_1518,99,0
AR_gpt-4o_6_74_1471,74,1
AR_gpt-4o_6_74_1471,151,-1
AR_gpt-4o_6_74_1471,57,0
AR_gpt-4o_9_85_1700,85,1
AR_gpt-4o_9_85_1700,120,-1
AR_gpt-4o_9_85_1700,47,0
AR_gpt-4o_6_80_1600,80,1
AR_gpt-4o_6_80_1600,23,-1
AR_gpt-4o_6_80_1600,12,0
AR_gpt-4o_6_61_1216,61,1
AR_gpt-4o_6_61_1216,135,-1
AR_gpt-4o_6_61_1216,74,0
AR_gpt-4o_6_56_1114,56,1
AR_gpt-4o_6_56_1114,154,-1
AR_gpt-4o_6_56_1114,129,0
AR_gpt-4o_15_48_952,48,1
AR_gpt-4o_15_48_952,146,-1
AR_gpt-4o_15_48_952,97,0
AR_gpt-4o_19_157_3135,157,1
AR_gpt-4o_19_157_3135,149,-1
AR_gpt-4o_19_157_3135,158,0
AR_gpt-4o_14_55_1100,55,1
AR_gpt-4o_14_55_1100,67,-1
AR_gpt-4o_14_55_1100,26,0
AR_gpt-4o_17_59_1171,59,1
AR_gpt-4o_17_59_1171,120,-1
